country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Israel,ISR,2021-01-10,1938128.0,1932106.0,6022.0,43671.0,93206.0,22.39,22.32,0.07,10768.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-11,1978088.0,1952923.0,25165.0,39960.0,77232.0,22.85,22.56,0.29,8923.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-12,2037588.0,1976866.0,60722.0,59500.0,67756.0,23.54,22.84,0.7,7828.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-13,2145842.0,2028590.0,117252.0,108254.0,68392.0,24.79,23.44,1.35,7902.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-14,2270492.0,2084616.0,185876.0,124650.0,69600.0,26.23,24.08,2.15,8041.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-15,2337178.0,2115336.0,221842.0,66686.0,69623.0,27.0,24.44,2.56,8044.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-16,2392674.0,2144806.0,247868.0,55496.0,71174.0,27.64,24.78,2.86,8223.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-17,2545100.0,2213203.0,331897.0,152426.0,86710.0,29.4,25.57,3.83,10018.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-18,2734219.0,2283129.0,451090.0,189119.0,108019.0,31.59,26.38,5.21,12480.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-19,2943780.0,2356453.0,587327.0,209561.0,129456.0,34.01,27.22,6.79,14956.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-20,3162889.0,2433090.0,729799.0,219109.0,145292.0,36.54,28.11,8.43,16786.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-21,3395418.0,2502559.0,892859.0,232529.0,160704.0,39.23,28.91,10.32,18567.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-22,3503633.0,2540148.0,963485.0,108215.0,166636.0,40.48,29.35,11.13,19252.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-23,3596637.0,2579886.0,1016751.0,93004.0,171995.0,41.55,29.81,11.75,19871.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-24,3804907.0,2648710.0,1156197.0,208270.0,179972.0,43.96,30.6,13.36,20793.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-25,4023638.0,2729224.0,1294414.0,218731.0,184203.0,46.49,31.53,14.95,21282.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-26,4226187.0,2806541.0,1419646.0,202549.0,183201.0,48.83,32.42,16.4,21166.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-27,4427631.0,2883973.0,1543658.0,201444.0,180677.0,51.15,33.32,17.83,20874.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-28,4636605.0,2963160.0,1673445.0,208974.0,177312.0,53.57,34.23,19.33,20485.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-29,4737471.0,2999623.0,1737848.0,100866.0,176263.0,54.73,34.66,20.08,20364.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-30,4814208.0,3033812.0,1780396.0,76737.0,173939.0,55.62,35.05,20.57,20096.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-31,4946316.0,3106801.0,1839515.0,132108.0,163058.0,57.15,35.89,21.25,18839.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-01,5063317.0,3189012.0,1874305.0,117001.0,148526.0,58.5,36.84,21.65,17160.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-02,5163631.0,3258610.0,1905021.0,100314.0,133921.0,59.66,37.65,22.01,15472.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-03,5271507.0,3317181.0,1954326.0,107876.0,120554.0,60.9,38.32,22.58,13928.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-04,5399828.0,3388507.0,2011321.0,128321.0,109032.0,62.39,39.15,23.24,12597.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-05,5462046.0,3422169.0,2039877.0,62218.0,103511.0,63.1,39.54,23.57,11959.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-06,5504339.0,3443000.0,2061339.0,42293.0,98590.0,63.59,39.78,23.82,11390.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-07,5623125.0,3495597.0,2127528.0,118786.0,96687.0,64.97,40.39,24.58,11171.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-08,5745814.0,3553782.0,2192032.0,122689.0,97500.0,66.38,41.06,25.33,11264.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-09,5876453.0,3618724.0,2257729.0,130639.0,101832.0,67.89,41.81,26.08,11765.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-10,6015302.0,3687344.0,2327958.0,138849.0,106256.0,69.5,42.6,26.9,12276.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-11,6162271.0,3765724.0,2396547.0,146969.0,108920.0,71.19,43.51,27.69,12584.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,2020-12-27,7012.0,7012.0,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-28,7984.0,7984.0,,972.0,972.0,0.01,0.01,,16.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-29,8911.0,8911.0,,927.0,950.0,0.01,0.01,,16.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-30,13577.0,13577.0,,4666.0,2188.0,0.02,0.02,,36.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-31,38811.0,38811.0,,25234.0,7950.0,0.06,0.06,,131.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-01,49848.0,49848.0,,11037.0,8567.0,0.08,0.08,,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-02,88334.0,88334.0,,38486.0,13554.0,0.15,0.15,,224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-03,123436.0,123436.0,,35102.0,16632.0,0.2,0.2,,275.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-04,191745.0,191745.0,,68309.0,26252.0,0.32,0.32,,434.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-05,271129.0,271129.0,,79384.0,37460.0,0.45,0.45,,620.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-06,336206.0,336206.0,,65077.0,46090.0,0.56,0.56,,762.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-07,427874.0,427874.0,,91668.0,55580.0,0.71,0.71,,919.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-08,523022.0,523022.0,,95148.0,67596.0,0.87,0.87,,1118.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-09,609796.0,609796.0,,86774.0,74495.0,1.01,1.01,,1232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-10,670020.0,670020.0,,60224.0,78083.0,1.11,1.11,,1291.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-11,750577.0,750577.0,,80557.0,79833.0,1.24,1.24,,1320.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-12,831558.0,831558.0,,80981.0,80061.0,1.38,1.38,,1324.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-13,924479.0,924479.0,,92921.0,84039.0,1.53,1.53,,1390.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-14,1016612.0,1016612.0,,92133.0,84105.0,1.68,1.68,,1391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-15,1104630.0,1104630.0,,88018.0,83087.0,1.83,1.83,,1374.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-16,1168841.0,1168841.0,,64211.0,79864.0,1.93,1.93,,1321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-17,1204910.0,1202112.0,2798.0,36069.0,76413.0,1.99,1.99,0.0,1264.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-18,1246588.0,1239388.0,7200.0,41678.0,70859.0,2.06,2.05,0.01,1172.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-19,1278391.0,1269497.0,8894.0,31803.0,63833.0,2.11,2.1,0.01,1056.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-20,1307726.0,1294363.0,13363.0,29335.0,54750.0,2.16,2.14,0.02,906.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-21,1342169.0,1309382.0,32787.0,34443.0,46508.0,2.22,2.17,0.05,769.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-22,1367803.0,1321128.0,46675.0,25634.0,37596.0,2.26,2.19,0.08,622.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-23,1406060.0,1326732.0,79328.0,38257.0,33888.0,2.33,2.19,0.13,560.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-24,1439604.0,1329722.0,109882.0,33544.0,33528.0,2.38,2.2,0.18,555.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-25,1507844.0,1334198.0,173646.0,68240.0,37322.0,2.49,2.21,0.29,617.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-26,1587333.0,1338317.0,249016.0,79489.0,44135.0,2.63,2.21,0.41,730.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-27,1657405.0,1344174.0,313231.0,70072.0,49954.0,2.74,2.22,0.52,826.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-28,1749896.0,1348515.0,401381.0,92491.0,58247.0,2.89,2.23,0.66,963.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-29,1846244.0,1352937.0,493307.0,96348.0,68349.0,3.05,2.24,0.82,1130.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-30,1935399.0,1356795.0,578604.0,89155.0,75620.0,3.2,2.24,0.96,1251.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-31,1994342.0,1359244.0,635098.0,58943.0,79248.0,3.3,2.25,1.05,1311.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-01,2078810.0,1363683.0,715127.0,84468.0,81567.0,3.44,2.26,1.18,1349.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-02,2165012.0,1369851.0,795161.0,86202.0,82526.0,3.58,2.27,1.32,1365.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-03,2262504.0,1378785.0,883719.0,97492.0,86443.0,3.74,2.28,1.46,1430.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-04,2366961.0,1391800.0,975161.0,104457.0,88152.0,3.91,2.3,1.61,1458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-05,2468436.0,1408525.0,1059911.0,101475.0,88885.0,4.08,2.33,1.75,1470.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-06,2542905.0,1422399.0,1120506.0,74469.0,86787.0,4.21,2.35,1.85,1435.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-07,2582702.0,1431301.0,1151401.0,39797.0,84051.0,4.27,2.37,1.9,1390.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-08,2647089.0,1457365.0,1189724.0,64387.0,81183.0,4.38,2.41,1.97,1343.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-09,2710374.0,1490439.0,1219935.0,63285.0,77909.0,4.48,2.47,2.02,1289.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-10,2778073.0,1533372.0,1244701.0,67699.0,73653.0,4.59,2.54,2.06,1218.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-11,2842172.0,1582968.0,1259204.0,64099.0,67887.0,4.7,2.62,2.08,1123.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jersey,JEY,2021-01-24,11385.0,8334.0,3051.0,,,11.26,8.25,3.02,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-25,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-26,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-27,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-28,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-29,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-30,,,,,493.0,,,,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-31,14838.0,11707.0,3131.0,,493.0,14.68,11.58,3.1,4878.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-01,,,,,549.0,,,,5432.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-02,,,,,604.0,,,,5976.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-03,,,,,660.0,,,,6530.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-04,,,,,715.0,,,,7074.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-05,,,,,770.0,,,,7618.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-06,,,,,826.0,,,,8172.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-07,21007.0,17829.0,3178.0,,881.0,20.78,17.64,3.14,8716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Kuwait,KWT,2020-12-28,2500.0,,,,,0.06,,,,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2020-12-29,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2020-12-30,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2020-12-31,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-01,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-02,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-03,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-04,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-05,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-06,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
Kuwait,KWT,2021-01-07,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
